Question,label
What are the symptoms of Medium-chain acyl-coenzyme A dehydrogenase deficiency ?,1
What are the symptoms of Fuhrmann syndrome ?,1
What are the treatments for Hypohidrotic ectodermal dysplasia ?,1
What are the treatments for moyamoya disease ?,1
What are the treatments for Diarrhea ?,1
What is (are) Respiratory Distress Syndrome ?,1
What are the treatments for glycogen storage disease type III ?,1
"Is Craniometaphyseal dysplasia, autosomal dominant inherited ?",1
What causes Triple A syndrome ?,1
What is (are) Selective IgM deficiency ?,1
What is (are) Graves' disease ?,1
what research (or clinical trials) is being done for Spinal Cord Infarction ?,1
What are the treatments for Mosaic trisomy 9 ?,1
What is (are) Genetic Disorders ?,1
What is (are) Northern epilepsy ?,1
What are the genetic changes related to cystinosis ?,1
What are the genetic changes related to Perry syndrome ?,1
What are the genetic changes related to Duane-radial ray syndrome ?,1
How many people are affected by neuroblastoma ?,1
What is (are) Hypotrichosis simplex ?,1
What is the outlook for Pituitary Tumors ?,1
what research (or clinical trials) is being done for Alzheimer's Disease ?,1
What is (are) Pyelonephritis: Kidney Infection ?,1
What is (are) Beta-thalassemia ?,1
What are the treatments for Primary carnitine deficiency ?,1
What is (are) Brittle diabetes ?,1
What causes Causes of Diabetes ?,1
How to diagnose Rheumatoid Arthritis ?,1
What are the treatments for juvenile Batten disease ?,1
Is multiple sclerosis inherited ?,1
Is 16p11.2 deletion syndrome inherited ?,1
What are the symptoms of Mitochondrial trifunctional protein deficiency ?,1
What is (are) Surviving Cancer ?,1
What is (are) Gerstmann's Syndrome ?,1
What are the symptoms of Myelofibrosis ?,1
what research (or clinical trials) is being done for Moebius Syndrome ?,1
How many people are affected by vitiligo ?,1
How to diagnose Cirrhosis ?,1
How to diagnose Naegeli syndrome ?,1
What are the symptoms of Multiple myeloma ?,1
What causes Dihydrolipoamide dehydrogenase deficiency ?,1
How to diagnose Laryngeal Cancer ?,1
What causes Gardner-Diamond syndrome ?,1
"What are the treatments for immune dysregulation, polyendocrinopathy, enteropathy, X-linked syndrome ?",1
How many people are affected by Kuskokwim syndrome ?,1
What are the symptoms of Alopecia areata ?,1
Is trisomy 18 inherited ?,1
Is Manitoba oculotrichoanal syndrome inherited ?,1
"What is (are) Diabetes, Heart Disease, and Stroke ?",1
What causes Dry Mouth ?,1
What are the symptoms of Benign familial neonatal-infantile seizures ?,1
Is Basilar migraine inherited ?,1
What are the genetic changes related to antiphospholipid syndrome ?,1
what research (or clinical trials) is being done for Empty Sella Syndrome ?,1
What are the symptoms of Hypermanganesemia with dystonia polycythemia and cirrhosis ?,1
Is keratoderma with woolly hair inherited ?,1
What are the treatments for megalencephaly-capillary malformation syndrome ?,1
What are the treatments for Skin Cancer ?,1
What are the treatments for primary myelofibrosis ?,1
What is (are) progressive external ophthalmoplegia ?,1
Is Aicardi-Goutieres syndrome inherited ?,1
What is (are) Norum disease ?,1
What are the genetic changes related to hyperkalemic periodic paralysis ?,1
What are the genetic changes related to hepatic veno-occlusive disease with immunodeficiency ?,1
How many people are affected by thrombotic thrombocytopenic purpura ?,1
What causes Glucose-6-phosphate dehydrogenase deficiency ?,1
What are the symptoms of Congenital generalized lipodystrophy type 2 ?,1
What is (are) COPD ?,1
How many people are affected by Tietz syndrome ?,1
What is (are) Kidney Failure: Eat Right to Feel Right on Hemodialysis ?,1
What is (are) Hyperthyroidism ?,1
What are the genetic changes related to epidermolysis bullosa simplex ?,1
Who is at risk for Adult Soft Tissue Sarcoma? ?,1
What are the symptoms of Charcot-Marie-Tooth disease type 2F ?,1
What are the treatments for Craniopharyngioma ?,1
How to diagnose Kidney Disease of Diabetes ?,1
How many people are affected by Alagille syndrome ?,1
What are the treatments for Encephalitis Lethargica ?,1
What is (are) Treacher Collins syndrome ?,1
What is (are) Tetrasomy X ?,1
what research (or clinical trials) is being done for Dementia ?,1
What to do for Kidney Failure: What to Expect ?,1
What is (are) Simpson-Golabi-Behmel syndrome ?,1
What is (are) Richter syndrome ?,1
"What are the symptoms of Hemophagocytic lymphohistiocytosis, familial, 3 ?",1
Is Kniest dysplasia inherited ?,1
What are the symptoms of Hurler syndrome ?,1
What is (are) myosin storage myopathy ?,1
What are the treatments for hereditary myopathy with early respiratory failure ?,1
What are the genetic changes related to 8p11 myeloproliferative syndrome ?,1
What is (are) Achondrogenesis type 2 ?,1
What is (are) 18q deletion syndrome ?,1
what research (or clinical trials) is being done for Lambert-Eaton Myasthenic Syndrome ?,1
What is (are) Anxiety Disorders ?,1
Is Tracheobronchomalacia inherited ?,1
What is (are) Short Bowel Syndrome ?,1
How many people are affected by hyperprolinemia ?,1
What are the treatments for inherited thyroxine-binding globulin deficiency ?,1
How many people are affected by tuberous sclerosis complex ?,1
Is Chandler's syndrome inherited ?,1
Who is at risk for Primary Sclerosing Cholangitis? ?,1
Is Cowden syndrome inherited ?,1
What are the treatments for Kimura disease ?,1
What is (are) Dislocations ?,1
What is (are) Urinary Tract Infections ?,1
What is the outlook for Breast Cancer ?,1
What causes Synovial Chondromatosis ?,1
What are the genetic changes related to spastic paraplegia type 31 ?,1
What are the symptoms of Optic atrophy 5 ?,1
What is (are) Intrahepatic cholangiocarcinoma ?,1
What are the symptoms of Griscelli syndrome ?,1
Who is at risk for Prostate Cancer? ?,1
What are the symptoms of Chromosome 17p13.1 deletion syndrome ?,1
What is the outlook for Migraine ?,1
Is Hereditary spherocytosis inherited ?,1
what research (or clinical trials) is being done for Nasopharyngeal Cancer ?,1
What are the symptoms of Papillary renal cell carcinoma ?,1
What is (are) epidermolysis bullosa with pyloric atresia ?,1
What is (are) Syndactyly type 3 ?,1
What are the symptoms of Angelman syndrome ?,1
What are the genetic changes related to potassium-aggravated myotonia ?,1
How to diagnose Wolfram syndrome ?,1
Is Alopecia universalis inherited ?,1
What is (are) Miller-Dieker syndrome ?,1
What is (are) Complete androgen insensitivity syndrome ?,1
What is (are) Li-Fraumeni syndrome ?,1
What causes Inclusion body myopathy 2 ?,1
What is (are) tetrahydrobiopterin deficiency ?,1
What is (are) Self-harm ?,1
What is (are) Bowen-Conradi syndrome ?,1
How to diagnose Parasites - Scabies ?,1
Is Primary carnitine deficiency inherited ?,1
How many people are affected by Heart Failure ?,1
How to diagnose Adenocarcinoma of the appendix ?,1
What is (are) Chronic progressive external ophthalmoplegia ?,1
What are the symptoms of Rhizomelic chondrodysplasia punctata type 3 ?,1
What are the treatments for osteogenesis imperfecta ?,1
What is (are) Myelofibrosis ?,1
What are the genetic changes related to hereditary hemorrhagic telangiectasia ?,1
What is (are) Heart Attack ?,1
How many people are affected by inclusion body myopathy 2 ?,1
What are the symptoms of Chilaiditi syndrome ?,1
What are the treatments for Atypical Chronic Myelogenous Leukemia ?,1
What is (are) Wolff-Parkinson-White syndrome ?,1
"What are the treatments for Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",1
How many people are affected by familial lipoprotein lipase deficiency ?,1
What is (are) Werner's syndrome ?,1
How to diagnose What I need to know about Gestational Diabetes ?,1
What are the treatments for progressive familial intrahepatic cholestasis ?,1
What are the genetic changes related to dilated cardiomyopathy with ataxia syndrome ?,1
Is Neuroblastoma inherited ?,1
What are the symptoms of Fowler's syndrome ?,1
what research (or clinical trials) is being done for Tremor ?,1
What is (are) Monkeypox Virus Infections ?,1
What are the complications of Ectopic Kidney ?,1
"What are the symptoms of Preaxial deficiency, postaxial polydactyly and hypospadias ?",1
What are the treatments for PDGFRA-associated chronic eosinophilic leukemia ?,1
What is (are) Constipation ?,1
What is (are) Eye Injuries ?,1
What are the genetic changes related to ornithine translocase deficiency ?,1
What is (are) monilethrix ?,1
What is (are) Ehrlichiosis ?,1
How to prevent Parasites - Paragonimiasis (also known as Paragonimus Infection) ?,1
What are the genetic changes related to isolated growth hormone deficiency ?,1
What is (are) malignant hyperthermia ?,1
What are the treatments for Chronic Neutrophilic Leukemia ?,1
What is the outlook for Mitochondrial Myopathy ?,1
what research (or clinical trials) is being done for Chronic Lymphocytic Leukemia ?,1
What are the treatments for familial idiopathic basal ganglia calcification ?,1
Is Miller-Dieker syndrome inherited ?,1
What are the genetic changes related to Rotor syndrome ?,1
Who is at risk for Anemia of Inflammation and Chronic Disease? ?,1
How to prevent Thalassemias ?,1
What is (are) Char syndrome ?,1
What is (are) Stroke ?,1
What is (are) Knee Replacement ?,1
What are the symptoms of Childhood Ependymoma ?,1
What is (are) Thrombocytopenia ?,1
Do you have information about Diabetic Diet,1
What are the complications of Crohn's Disease ?,1
What are the symptoms of Banki syndrome ?,1
What is (are) Medicare and Continuing Care ?,1
How many people are affected by Feingold syndrome ?,1
What are the genetic changes related to cytochrome c oxidase deficiency ?,1
What is (are) carnitine-acylcarnitine translocase deficiency ?,1
What is (are) Focal dermal hypoplasia ?,1
What are the symptoms of Deafness enamel hypoplasia nail defects ?,1
What are the symptoms of Gastrointestinal Stromal Tumors ?,1
What are the treatments for Peyronie's Disease ?,1
What are the symptoms of Peters plus syndrome ?,1
Is Schimke immuno-osseous dysplasia inherited ?,1
What is (are) Surviving Cancer ?,1
Is mucopolysaccharidosis type IV inherited ?,1
How to diagnose Von Hippel-Lindau disease ?,1
What are the symptoms of Metaphyseal chondrodysplasia Spahr type ?,1
How many people are affected by Knobloch syndrome ?,1
How many people are affected by Naegeli-Franceschetti-Jadassohn syndrome/dermatopathia pigmentosa reticularis ?,1
"What are the symptoms of Hyperostosis corticalis generalisata, benign form of Worth with torus palatinus ?",1
What is (are) Bilateral perisylvian polymicrogyria ?,1
What is (are) Danon disease ?,1
What is (are) Polyembryoma ?,1
What is the outlook for Adult Soft Tissue Sarcoma ?,1
What are the treatments for Kidney Failure: Choosing a Treatment That's Right for You ?,1
What are the genetic changes related to hypochondroplasia ?,1
What are the symptoms of Factor V deficiency ?,1
What is (are) Childbirth Problems ?,1
What is (are) Liver Cancer ?,1
What are the treatments for focal dermal hypoplasia ?,1
What is (are) What I need to know about Crohn's Disease ?,1
How to prevent Urinary Tract Infection In Adults ?,1
what research (or clinical trials) is being done for Repetitive Motion Disorders ?,1
What is (are) Tetralogy of Fallot ?,1
What are the symptoms of Williams syndrome ?,1
What are the symptoms of Hyper-IgD syndrome ?,1
What are the treatments for Lung Cancer ?,1
What are the treatments for Spina Bifida ?,1
What are the symptoms of Myopathy congenital ?,1
What are the symptoms of Retinal cone dystrophy 4 ?,1
What causes Causes of Diabetes ?,1
What are the symptoms of Chronic intestinal pseudoobstruction ?,1
What are the treatments for Camurati-Engelmann disease ?,1
How to diagnose Colon Cancer ?,1
What are the symptoms of Sjogren-Larsson-like syndrome ?,1
What are the treatments for spina bifida ?,1
What is the outlook for Hemicrania Continua ?,1
What are the treatments for Kidney Disease ?,1
What are the symptoms of Pleurisy and Other Pleural Disorders ?,1
What to do for What I need to know about Kidney Stones ?,1
What is (are) fibrochondrogenesis ?,1
What is (are) Chromosome 8q deletion ?,1
What is (are) Aicardi Syndrome ?,1
What is the outlook for Knee Replacement ?,1
What are the symptoms of Balance Problems ?,1
what research (or clinical trials) is being done for Neuronal Migration Disorders ?,1
What are the treatments for trimethylaminuria ?,1
What are the genetic changes related to Simpson-Golabi-Behmel syndrome ?,1
What causes COPD ?,1
What are the symptoms of Prevent diabetes problems: Keep your kidneys healthy ?,1
how is hps diagnosed and treated for Hantavirus ?,1
How to diagnose Cryptogenic organizing pneumonia ?,1
What are the treatments for Refsum disease ?,1
How to diagnose Chronic Myeloproliferative Neoplasms ?,1
What is (are) Home Care Services ?,1
What are the treatments for glutaric acidemia type I ?,1
What is (are) Pulmonary Hypertension ?,1
How many people are affected by Fanconi anemia ?,1
What is (are) Congenital hypothyroidism ?,1
What are the symptoms of Moyamoya disease ?,1
What are the treatments for Fibrodysplasia ossificans progressiva ?,1
What are the stages of Childhood Craniopharyngioma ?,1
What is (are) Multicentric reticulohistiocytosis ?,1
How many people are affected by cytochrome c oxidase deficiency ?,1
How to diagnose Multifocal choroiditis ?,1
How to diagnose Heart Disease in Women ?,1
What are the genetic changes related to arrhythmogenic right ventricular cardiomyopathy ?,1
What are the genetic changes related to methylmalonic acidemia with homocystinuria ?,1
What are the symptoms of Xeroderma pigmentosum type 7 ?,1
How to prevent Lung Cancer ?,1
What is (are) spastic paraplegia type 3A ?,1
What is (are) Muenke syndrome ?,1
What is (are) Progressive Supranuclear Palsy ?,1
Is trimethylaminuria inherited ?,1
What is (are) early-onset primary dystonia ?,1
How to diagnose Parasites - Leishmaniasis ?,1
what research (or clinical trials) is being done for Merkel Cell Carcinoma ?,1
What is (are) Urinary Tract Infections in Children ?,1
What are the treatments for microcephaly-capillary malformation syndrome ?,1
What are the symptoms of Tyrosinemia type 1 ?,1
Is Abetalipoproteinemia inherited ?,1
What are the treatments for Brain and Spinal Tumors ?,1
What is (are) Harlequin ichthyosis ?,1
How many people are affected by Donohue syndrome ?,1
How to diagnose Childhood Brain and Spinal Cord Tumors ?,1
What are the treatments for Neuroaxonal dystrophy ?,1
What to do for Am I at Risk for Type 2 Diabetes? Taking Steps to Lower Your Risk of Getting Diabetes ?,1
What is (are) benign familial neonatal seizures ?,1
What is (are) Sotos syndrome ?,1
What is (are) Nevoid basal cell carcinoma syndrome ?,1
What are the treatments for Ectopic Kidney ?,1
How many people are affected by SYNGAP1-related intellectual disability ?,1
What is (are) Reticulohistiocytoma ?,1
What are the symptoms of Vulvar Cancer ?,1
What are the symptoms of Leukoplakia ?,1
Is polymicrogyria inherited ?,1
Is osteopetrosis inherited ?,1
What are the treatments for Multiple pterygium syndrome Escobar type ?,1
What are the symptoms of NADH cytochrome B5 reductase deficiency ?,1
What are the treatments for capillary malformation-arteriovenous malformation syndrome ?,1
What are the treatments for chronic atrial and intestinal dysrhythmia ?,1
What is (are) Pigmented purpuric eruption ?,1
What are the symptoms of Desmoplastic infantile ganglioglioma ?,1
What are the symptoms of Nestor-guillermo progeria syndrome ?,1
What are the genetic changes related to amyotrophic lateral sclerosis ?,1
What are the symptoms of Hepatic lipase deficiency ?,1
What are the genetic changes related to microphthalmia with linear skin defects syndrome ?,1
What are the symptoms of Rett syndrome ?,1
What are the genetic changes related to mitochondrial trifunctional protein deficiency ?,1
What are the treatments for Common variable immunodeficiency ?,1
What is (are) Head Lice ?,1
What are the symptoms of Deafness nephritis anorectal malformation ?,1
What is (are) Pudendal Neuralgia ?,1
Is MYH9-related disorder inherited ?,1
"What is (are) Blepharophimosis, ptosis, and epicanthus inversus syndrome type 1 ?",1
What are the genetic changes related to DOLK-congenital disorder of glycosylation ?,1
What are the symptoms of Optic atrophy 2 ?,1
What are the symptoms of What I need to know about Hepatitis B ?,1
What is the outlook for Huntington's Disease ?,1
Who is at risk for Biliary Atresia? ?,1
What to do for Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,1
What are the symptoms of Lafora disease ?,1
What are the genetic changes related to congenital dyserythropoietic anemia ?,1
What is (are) Serpiginous choroiditis ?,1
How many people are affected by ring chromosome 20 syndrome ?,1
How many people are affected by bladder cancer ?,1
What is (are) Maffucci syndrome ?,1
What is (are) hystrix-like ichthyosis with deafness ?,1
What causes Anencephaly ?,1
How many people are affected by Larsen syndrome ?,1
What are the genetic changes related to IRAK-4 deficiency ?,1
What are the symptoms of Penttinen-Aula syndrome ?,1
What are the symptoms of Trichorhinophalangeal syndrome type 3 ?,1
What causes Holes in the Heart ?,1
What is (are) Peripheral Artery Disease ?,1
How many people are affected by infantile-onset spinocerebellar ataxia ?,1
What are the treatments for familial hemiplegic migraine ?,1
What are the treatments for Budd-Chiari syndrome ?,1
What are the treatments for Parkes Weber syndrome ?,1
What are the genetic changes related to Pompe disease ?,1
What are the treatments for Acromegaly ?,1
What is (are) Schnitzler syndrome ?,1
What are the treatments for Coffin-Lowry syndrome ?,1
What are the symptoms of Osteomesopyknosis ?,1
What are the treatments for harlequin ichthyosis ?,1
What causes Parkinson disease ?,1
What are the genetic changes related to Parkes Weber syndrome ?,1
What causes Neurofibromatosis type 1 ?,1
How many people are affected by transthyretin amyloidosis ?,1
Is Nijmegen breakage syndrome inherited ?,1
How to diagnose Prader-Willi syndrome ?,1
What are the treatments for Bell's Palsy ?,1
What are the genetic changes related to Timothy syndrome ?,1
What is (are) Cockayne syndrome type III ?,1
What are the genetic changes related to prekallikrein deficiency ?,1
Do you have information about HIV/AIDS Medicines,1
What are the symptoms of Abetalipoproteinemia ?,1
What are the genetic changes related to 9q22.3 microdeletion ?,1
What is the outlook for Aicardi Syndrome ?,1
What are the treatments for galactosemia ?,1
Do you have information about Genes and Gene Therapy,1
What are the genetic changes related to Wiskott-Aldrich syndrome ?,1
What is (are) Toilet Training ?,1
What are the treatments for Rickets ?,1
How many people are affected by ankyloblepharon-ectodermal defects-cleft lip/palate syndrome ?,1
What are the symptoms of Hemolytic anemia lethal congenital nonspherocytic with genital and other abnormalities ?,1
Who is at risk for Childhood Extracranial Germ Cell Tumors? ?,1
How to prevent Prescription and Illicit Drug Abuse ?,1
How to diagnose Bronchitis ?,1
What is the outlook for Wallenberg's Syndrome ?,1
Is 9q22.3 microdeletion inherited ?,1
How to diagnose Microhydranencephaly ?,1
What are the symptoms of Amish lethal microcephaly ?,1
What is (are) Globozoospermia ?,1
How to prevent Hypoglycemia ?,1
How many people are affected by myoclonus-dystonia ?,1
What is (are) Prevent diabetes problems: Keep your kidneys healthy ?,1
What are the symptoms of Cerebral sclerosis similar to Pelizaeus-Merzbacher disease ?,1
What are the treatments for neuromyelitis optica ?,1
what are the symptoms of botulism?,1
What are the symptoms of SHORT syndrome ?,1
What are the symptoms of Symmetrical thalamic calcifications ?,1
What is the outlook for Traumatic Brain Injury ?,1
Is tubular aggregate myopathy inherited ?,1
What are the symptoms of Hemolytic Uremic Syndrome in Children ?,1
What are the treatments for retinal arterial macroaneurysm with supravalvular pulmonic stenosis ?,1
What is (are) Whiplash ?,1
what research (or clinical trials) is being done for Plasma Cell Neoplasms (Including Multiple Myeloma) ?,1
Is erythrokeratodermia variabilis et progressiva inherited ?,1
What causes Osteoarthritis ?,1
What are the treatments for Amyloidosis and Kidney Disease ?,1
What is (are) Plasminogen activator inhibitor type 1 deficiency ?,1
What is (are) Gillespie syndrome ?,1
"What are the symptoms of Progressive external ophthalmoplegia, autosomal recessive 1 ?",1
What is (are) cranioectodermal dysplasia ?,1
What are the treatments for hereditary hemorrhagic telangiectasia ?,1
What are the treatments for myoclonic epilepsy with ragged-red fibers ?,1
Is arginase deficiency inherited ?,1
Do you have information about Sports Fitness,1
How to diagnose Ewing Sarcoma ?,1
What causes Pigmented villonodular synovitis ?,1
What are the treatments for fumarase deficiency ?,1
Is congenital bilateral absence of the vas deferens inherited ?,1
Is Familial Mediterranean fever inherited ?,1
What are the genetic changes related to neurofibromatosis type 1 ?,1
What are the treatments for Coccygodynia ?,1
What is (are) Congenital chloride diarrhea ?,1
What are the genetic changes related to anhidrotic ectodermal dysplasia with immune deficiency ?,1
What is (are) rippling muscle disease ?,1
What are the symptoms of Adult-onset Still's disease ?,1
What causes Complex regional pain syndrome ?,1
What are the symptoms of Progeria ?,1
Is X-linked chondrodysplasia punctata 1 inherited ?,1
What are the treatments for Kidney Disease ?,1
What is (are) Essential tremor ?,1
How many people are affected by 17-beta hydroxysteroid dehydrogenase 3 deficiency ?,1
What is (are) Split hand/foot malformation X-linked ?,1
What are the genetic changes related to multiple system atrophy ?,1
How many people are affected by lattice corneal dystrophy type II ?,1
What is (are) Hypophosphatemic rickets ?,1
How to prevent Lymphocytic Choriomeningitis (LCM) ?,1
What is (are) Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?,1
What is (are) Keutel syndrome ?,1
What are the treatments for Glucose-6-phosphate dehydrogenase deficiency ?,1
What is (are) Monomelic Amyotrophy ?,1
What are the symptoms of Camptodactyly taurinuria ?,1
What is (are) ADCY5-related dyskinesia ?,1
What is (are) asphyxiating thoracic dystrophy ?,1
What is (are) Hearing Problems in Children ?,1
What is (are) Meniere's Disease ?,1
What is (are) cone-rod dystrophy ?,1
How to diagnose High Blood Pressure and Kidney Disease ?,1
"What are the symptoms of Ichthyosis hystrix, Curth Macklin type ?",1
What is (are) Carcinoid syndrome ?,1
What is (are) Neuroblastoma ?,1
What are the symptoms of Scalp ear nipple syndrome ?,1
What are the treatments for oral-facial-digital syndrome ?,1
What are the treatments for Bronchiolitis obliterans organizing pneumonia ?,1
Is X-linked spondyloepiphyseal dysplasia tarda inherited ?,1
What are the treatments for Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids ?,1
Is metachromatic leukodystrophy inherited ?,1
What is (are) Friedreich ataxia ?,1
What is (are) Creating a Family Health History ?,1
What is (are) juvenile primary lateral sclerosis ?,1
What is (are) Acquired Cystic Kidney Disease ?,1
"What are the treatments for Craniometaphyseal dysplasia, autosomal recessive type ?",1
What are the symptoms of Prevent diabetes problems: Keep your heart and blood vessels healthy ?,1
What is (are) Alpha-1 Antitrypsin Deficiency ?,1
What causes Inguinal Hernia ?,1
What is (are) Alternating Hemiplegia ?,1
What are the genetic changes related to aromatase excess syndrome ?,1
What are the symptoms of Short limb dwarf lethal Colavita Kozlowski type ?,1
What is (are) Ataxia Telangiectasia ?,1
What is (are) hereditary diffuse gastric cancer ?,1
"What is (are) hypermanganesemia with dystonia, polycythemia, and cirrhosis ?",1
Is Hyper-IgD syndrome inherited ?,1
What causes Hypothyroidism ?,1
How many people are affected by Urinary Tract Infection In Adults ?,1
How many people are affected by GRN-related frontotemporal dementia ?,1
What are the treatments for Primary Lateral Sclerosis ?,1
How many people are affected by ZAP70-related severe combined immunodeficiency ?,1
What is (are) Denys-Drash syndrome ?,1
What is (are) TEMPI syndrome ?,1
What causes Cherubism ?,1
Is Perrault syndrome inherited ?,1
What are the symptoms of Leprechaunism ?,1
What are the symptoms of Harlequin ichthyosis ?,1
What are the treatments for glycogen storage disease type IX ?,1
Is cryptogenic cirrhosis inherited ?,1
What is (are) Polycystic liver disease ?,1
Is pulmonary alveolar microlithiasis inherited ?,1
What is (are) Dihydropyrimidine dehydrogenase deficiency ?,1
How to diagnose Congenital adrenal hyperplasia ?,1
Who is at risk for Cough? ?,1
Do you have information about Body Weight,1
What causes What I need to know about Hirschsprung Disease ?,1
What are the treatments for Bart-Pumphrey syndrome ?,1
How many people are affected by X-linked infantile spasm syndrome ?,1
What is (are) Heartburn ?,1
What are the complications of Gastritis ?,1
How many people are affected by Wagner syndrome ?,1
What causes Cirrhosis ?,1
What is (are) pyridoxal 5'-phosphate-dependent epilepsy ?,1
What is (are) Familial hypertrophic cardiomyopathy ?,1
What is (are) Muscular dystrophy ?,1
what research (or clinical trials) is being done for Moyamoya Disease ?,1
What are the treatments for Klippel-Feil syndrome ?,1
Do you have information about Breast Reconstruction,1
What is (are) Yellow nail syndrome ?,1
Is Ewing sarcoma inherited ?,1
How many people are affected by Rubinstein-Taybi syndrome ?,1
What is (are) Limb-girdle muscular dystrophy type 2I ?,1
What are the genetic changes related to myoclonic epilepsy myopathy sensory ataxia ?,1
What is (are) Empty sella syndrome ?,1
What are the treatments for Broken Heart Syndrome ?,1
How to diagnose Klinefelter syndrome ?,1
What are the symptoms of Leucine-sensitive hypoglycemia of infancy ?,1
"What are the symptoms of Myelodysplastic/ Myeloproliferative Neoplasm, Unclassifiable ?",1
What are the complications of Hemolytic Uremic Syndrome in Children ?,1
What are the treatments for Mineral and Bone Disorder in Chronic Kidney Disease ?,1
How to diagnose Mntriers Disease ?,1
What are the symptoms of Arachnodactyly - intellectual disability - dysmorphism ?,1
How to diagnose Nephrogenic diabetes insipidus ?,1
What is (are) Hearing Loss ?,1
What is (are) Nance-Horan syndrome ?,1
What are the symptoms of Familial hemiplegic migraine type 1 ?,1
What is (are) Mosaic trisomy 9 ?,1
"How to prevent Ovarian, Fallopian Tube, and Primary Peritoneal Cancer ?",1
What are the treatments for Camurati-Engelmann disease ?,1
"What are the symptoms of Whistling face syndrome, recessive form ?",1
What is (are) Childhood Vascular Tumors ?,1
What causes McCune Albright syndrome ?,1
What are the complications of Biliary Atresia ?,1
What are the stages of Endometrial Cancer ?,1
What are the treatments for Mowat-Wilson syndrome ?,1
What is (are) Paraneoplastic Syndromes ?,1
What are the symptoms of CADASIL ?,1
What are the symptoms of Nevoid basal cell carcinoma syndrome ?,1
What are the treatments for Myotonia Congenita ?,1
What are the symptoms of Wilson Disease ?,1
What is (are) Klebsiella infection ?,1
What are the treatments for microphthalmia with linear skin defects syndrome ?,1
What is the outlook for Neurotoxicity ?,1
Is Lafora progressive myoclonus epilepsy inherited ?,1
Is glucose-galactose malabsorption inherited ?,1
What is (are) polymicrogyria ?,1
Do you have information about Hurricanes,1
Is Swyer syndrome inherited ?,1
What is (are) Horizontal gaze palsy with progressive scoliosis ?,1
How to diagnose Laron syndrome ?,1
"What are the treatments for Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome ?",1
How to diagnose Short Bowel Syndrome ?,1
What are the treatments for Leukoencephalopathy with vanishing white matter ?,1
What is the outlook for Febrile Seizures ?,1
What are the symptoms of Minicore myopathy with external ophthalmoplegia ?,1
How many people are affected by leukoencephalopathy with vanishing white matter ?,1
What are the symptoms of Bowen syndrome ?,1
What is (are) Benign rolandic epilepsy (BRE) ?,1
What are the genetic changes related to hereditary diffuse gastric cancer ?,1
What are the symptoms of Fibrolamellar carcinoma ?,1
what research (or clinical trials) is being done for Giant Axonal Neuropathy ?,1
How many people are affected by familial exudative vitreoretinopathy ?,1
Do you have information about Birth Weight,1
How many people are affected by horizontal gaze palsy with progressive scoliosis ?,1
How to diagnose Insomnia ?,1
What are the treatments for Schwartz Jampel syndrome type 1 ?,1
Who is at risk for Prostate Cancer? ?,1
What are the treatments for Foot Drop ?,1
What are the treatments for PRICKLE1-related progressive myoclonus epilepsy with ataxia ?,1
Who is at risk for Lung Cancer? ?,1
what research (or clinical trials) is being done for Polymyositis ?,1
What are the treatments for Post-Polio Syndrome ?,1
What are the symptoms of Primary carnitine deficiency ?,1
What to do for Dumping Syndrome ?,1
